name,Control,H3.3 KD1,RefID
Slc13a3,K4,K4,NM_054055
Brdt,K4,K4,NM_054054
Plpbp,K4,K4,NM_054057
Mis12,K4,K4,NM_025993
Efhd2,K4,K4,NM_025994
Fbxo5,K4,K4,NM_025995
B3gnt5,K4,K4,NM_054052
Mecp2,K4,K4,NM_001081979
Mfap1b,K4,K4,NM_001081975
Rnf144a,K4,K4,NM_001081977
Trappc1,K4,K4,NM_001024206
Nufip2,K4,K4,NM_001024205
Zmym4,K4,K4,NM_001114399
Reps1,K4,K4,NM_001111065
Fkbp8,K4,K4,NM_001111066
Cd59a,K4,K4,NM_001111060
Comt,K4,K4,NM_001111062
C330007P06Rik,K4,K4,NM_029951
Arhgef38,K4,K4,NM_029953
Ccdc93,K4,K4,NM_029955
Mmab,K4,K4,NM_029956
Kdf1,K4,K4,NM_001083916
Airn,K4,K4,NR_027772
1700030C10Rik,K4,K4,NR_015521
Galt,K4,K4,NM_016658
Spata24,K4,K4,NM_029485
4930579G24Rik,K4,K4,NM_029482
Atp10d,K4,K4,NR_003966
Asb7,K4,K4,NR_003961
Tlr12,K4,K4,NM_205823
Slc35b3,K4,K4,NM_134060
Tasor2,K4,K4,NM_134063
Dapk1,K4,K4,NM_134062
Epdr1,K4,K4,NM_134065
Rnf44,K4,K4,NM_134064
AW209491,K4,K4,NM_134067
Dusp22,K4,K4,NM_134068
Bbc3,K4,K4,NM_133234
Apcdd1,K4,K4,NM_133237
Crb1,K4,K4,NM_133239
Plekhg2,K4,K4,NM_001083912
Tomm20l,K4,K4,NM_029227
Dennd1b,K4,K4,NM_001166501
Slc39a11,K4,K4,NM_001166503
Sec14l1,K4,K4,NM_001166507
Sec14l1,K4,K4,NM_001166506
Szt2,K4,K4,NM_198170
Fastkd5,K4,K4,NM_198176
Syce3,K4,K4,NM_001162880
Dad1,K4,K4,NM_001113358
Psme1,K4,K4,NM_011189
Phf8,K4,K4,NM_001113354
Vps26a,K4,K4,NM_001113355
C1rb,K4,K4,NM_001113356
Xkr5,K4,K4,NM_001113350
Synj2,K4,K4,NM_001113351
Grpel2,K4,K4,NM_021296
Sds,K4,K4,NM_145565
Fkbp6,K4,K4,NM_033571
Slc7a9,K4,K4,NM_021291
Cnnm4,K4,K4,NM_033570
Hibadh,K4,K4,NM_145567
Eif4g2,K4,K4,NM_001040131
Psmb1,K4,K4,NM_011185
Taldo1,K4,K4,NM_011528
Tagln,K4,K4,NM_011526
Kis2,K4,K4,NR_003188
Synj2,K4,K4,NM_011523
Sdc4,K4,K4,NM_011521
Rbpms,K4,K4,NM_019733
Nme4,K4,K4,NM_019731
Nme3,K4,K4,NM_019730
B4galt6,K4,K4,NM_019737
Acot9,K4,K4,NM_019736
Lrif1,K4,K4,NM_001039478
Asah1,K4,K4,NM_019734
Foxo1,K4,K4,NM_019739
Megf6,K4,K4,NM_001162977
Crybg2,K4,K4,NM_001162970
Lrrc51,K4,K4,NM_001162973
Sub1,K4,K4,NM_011294
Rps12,K4,K4,NM_011295
Rps18,K4,K4,NM_011296
Rps24,K4,K4,NM_011297
Rpl6,K4,K4,NM_011290
Rpl7,K4,K4,NM_011291
Rpl9,K4,K4,NM_011292
Polr2j,K4,K4,NM_011293
Rps6ka2,K4,K4,NM_011299
Tpd52,K4,K4,NM_001025262
Tpd52,K4,K4,NM_001025263
Tpd52,K4,K4,NM_001025261
Tpd52,K4,K4,NM_001025264
Ppp1r16a,K4,K4,NM_033371
Copb1,K4,K4,NM_033370
Dock2,K4,K4,NM_033374
Slc25a44,K4,K4,NM_178696
Zer1,K4,K4,NM_178694
Prrg4,K4,K4,NM_178695
Coq4,K4,K4,NM_178693
Rab3gap1,K4,K4,NM_178690
Cdc42se1,K4,K4,NM_001038708
Rab5b,K4,K4,NM_177411
Tmcc1,K4,K4,NM_177412
Mamdc2,K4,K4,NM_174857
Micall2,K4,K4,NM_174850
Ifnlr1,K4,K4,NM_174851
Phf12,K4,K4,NM_174852
Cdc23,K4,K4,NM_178347
Gclm,K4,K4,NM_008129
Gja4,K4,K4,NM_008120
Gja5,K4,K4,NM_008121
Gjb3,K4,K4,NM_008126
Gjb4,K4,K4,NM_008127
Bclaf1,K4,K4,NM_153787
Cdkl3,K4,K4,NM_153785
Bicdl2,K4,K4,NM_153784
Paox,K4,K4,NM_153783
Fam20a,K4,K4,NM_153782
Rusc1,K4,K4,NM_001083808
Rusc1,K4,K4,NM_001083807
Mylip,K4,K4K27,NM_153789
Acap1,K4,K4,NM_153788
Rhot1,K4,K4,NM_021536
Cdpf1,K4,K4,NM_197998
Pcgf1,K4,K4,NM_197992
Tut1,K4,K4,NM_197993
Emc10,K4,K4,NM_197991
Tspan15,K4,K4,NM_197996
Zgrf1,K4,K4,NM_197997
Arl16,K4,K4,NM_197995
Mir125b-2,K4,K4,NR_029540
Mir130a,K4,K4,NR_029544
Dpys,K4,K4,NM_001164466
Mir135a-1,K4,,NR_029549
Gm14379,K4,K4,NR_026741
Pcyt1a,K4,K4,NM_001163160
Hmg20b,K4,K4,NM_001163165
Hmg20b,K4,K4,NM_001163166
Dusp13,K4,K4,NM_001007268
Snap29,K4,K4,NM_023348
Ilkap,K4,K4,NM_023343
Coq8a,K4,K4,NM_023341
Itga5,K4,K4,NM_010577
Ccdc151,K4,K4,NM_001163787
Ick,K4,K4,NM_001163780
Psmb6,K4,K4,NM_008946
Psmc1,K4,K4,NM_008947
Psma2,K4,K4,NM_008944
Npepps,K4,K4,NM_008942
Psen1,K4,K4,NM_008943
Klk8,K4,K4,NM_008940
Psmc3,K4,K4,NM_008948
Psmc3ip,K4,K4,NM_008949
Rusc2,K4,K4,NM_001037709
Zfp27,K4,K4,NM_001037707
Git2,K4,K4,NM_001077360
Fhl1,K4,K4,NM_001077361
Ptbp1,K4,K4,NM_001077363
Tsc22d3,K4,K4,NM_001077364
Itgb1,K4,K4,NM_010578
Cdc42bpa,K4,K4,NM_001033285
Cryzl2,K4,K4,NM_001033284
Dcun1d3,K4,K4,NM_173408
Mtfp1,K4,K4,NM_026443
Cmc1,K4,K4,NM_026442
Pef1,K4,K4,NM_026441
Ppm1m,K4,K4,NM_026447
Rgs19,K4,K4,NM_026446
Sumf2,K4,K4,NM_026445
Cs,K4,K4,NM_026444
Klhl7,K4,K4,NM_026448
Gsk3a,K4,K4,NM_001031667
Spindoc,K4,K4,NM_001033139
Commd6,K4,K4,NM_001033132
Rnf149,K4,K4,NM_001033135
Rmdn3,K4,K4,NM_001033136
Me3,K4,K4,NM_181407
Rars2,K4,K4,NM_181406
Rnpepl1,K4,K4,NM_181405
Kank1,K4,K4,NM_181404
Vps37c,K4,K4,NM_181403
Parp11,K4,K4K27,NM_181402
Tmem64,K4,K4,NM_181401
Wdr47,K4,K4,NM_181400
Mtmr11,K4,K4,NM_181409
Syap1,K4,K4,NM_025932
Higd2a,K4,K4,NM_025933
Nkap,K4,K4,NM_025937
Dcaf4,K4,K4,NM_001165256
Tbc1d7,K4,K4,NM_025935
Rpp14,K4,K4,NM_025938
Paics,K4,K4,NM_025939
Cnot4,K4,K4,NM_001164414
Fbrsl1,K4,K4,NM_001142642
Nemp2,K4,K4,NM_001142647
Llgl1,K4,K4,NM_008502
Rps2,K4,K4,NM_008503
Spin2c,K4,K4,NM_001005370
Lif,K4,K4,NM_008501
Fam219b,K4,K4,NM_175273
Nav2,K4,K4,NM_175272
Lpar4,K4,K4,NM_175271
Bola3,K4,K4,NM_175277
U2surp,K4,K4,NM_001114977
Ttyh3,K4,K4,NM_175274
Rassf10,K4,K4,NM_175279
Man1c1,K4,K4,NM_207237
Rexo4,K4,K4,NM_207234
Arl5c,K4,K4,NM_207231
Zbtb42,K4,K4,NM_001100460
Rai2,K4,K4,NM_198409
Crhbp,K4,K4,NM_198408
Urad,K4,K4,NM_001039678
Slc39a2,K4,K4,NM_001039676
Slc37a2,K4,K4,NM_001145960
Atg4c,K4,K4,NM_001145967
Rwdd2a,K4,K4,NM_001145968
Rwdd2a,K4,K4,NM_001145969
Als2,K4,K4,NM_146109
Hibch,K4,K4,NM_146108
Actr1b,K4,K4,NM_146107
Lyplal1,K4,K4,NM_146106
Cnst,K4,K4,NM_146105
Aph1a,K4,K4,NM_146104
Tmem185b,K4,K4,NM_146103
Afap1l2,K4,K4,NM_146102
Ina,K4,K4,NM_146100
BC016579,K4,K4,NM_145389
Snurf,K4,K4,NM_033174
Caskin2,K4,K4,NM_080643
Capn1,K4,K4,NM_001110504
Efcab12,K4,K4,NM_001110506
Canx,K4,K4,NM_001110500
Chmp1a,K4,K4,NM_145606
Smarca2,K4,K4,NM_026003
Mtdh,K4,K4,NM_026002
Rnaseh2b,K4,K4,NM_026001
Eef1g,K4,K4,NM_026007
Sft2d3,K4,K4,NM_026006
2610301B20Rik,K4,K4,NM_026005
Marc2,K4,K4,NM_133684
Rab31,K4,K4,NM_133685
Qprt,K4,K4,NM_133686
Cxxc5,K4,K4,NM_133687
Trim32,K4,K4,NM_001161782
Tspan1,K4,K4,NM_133681
Tmem19,K4,K4,NM_133683
Etfrf1,K4,K4,NM_133688
Psmc4,K4,K4,NM_011874
Psmd13,K4,K4,NM_011875
Twf2,K4,K4,NM_011876
Cib1,K4,K4,NM_011870
Prkra,K4,K4,NM_011871
Dazap2,K4,K4,NM_011873
Ik,K4,K4,NM_011879
Rptor,K4,K4,NM_028898
4931414P19Rik,K4,K4,NM_028890
Lonrf3,K4,K4,NM_028894
R3hdm4,K4,K4,NM_177994
Gmpr2,K4,K4,NM_177992
Hbp1,K4,K4,NM_177993
Znrd1,K4,K4,NM_023162
Zfp639,K4,K4,NM_001161818
Dhfr,K4,K4,NM_010049
Gm15455,K4,K4,NM_001161816
Dffa,K4,K4,NM_010044
Des,K4,K4,NM_010043
Slc3a2,K4,K4,NM_001161413
Fam89b,K4,K4,NM_023166
Stk32c,K4,K4,NM_001162540
Atad2b,K4,K4,NM_001099628
S100a6,K4,K4,NM_011313
Saa3,K4,K4,NM_011315
Khdrbs1,K4,K4,NM_011317
Sars,K4,K4,NM_011319
Plk3,K4,K4,NM_013807
Cldn5,K4,K4,NM_013805
Secisbp2l,K4,K4,NM_177608
AA986860,K4,K4,NM_177604
4933430I17Rik,K4,K4,NM_177607
Ccdc73,K4,K4,NM_177600
Tmem60,K4,K4,NM_177601
Wdr25,K4,K4,NM_177602
Sema3b,K4,K4,NM_009153
Selenbp1,K4,K4,NM_009150
Selplg,K4,K4,NM_009151
Selenow,K4,K4,NM_009156
Map2k4,K4,K4,NM_009157
Sema5a,K4,K4,NM_009154
Selenop,K4,K4,NM_009155
Srsf5,K4,K4,NM_009159
Cbs,K4,K4,NM_144855
Cyyr1,K4,K4,NM_144853
Rapgef3,K4,K4,NM_144850
Ascc1,K4,K4,NM_026937
Oxa1l,K4,K4,NM_026936
Zc3h15,K4,K4,NM_026934
Triap1,K4,K4,NM_026933
Ebna1bp2,K4,K4,NM_026932
Tcim,K4,K4,NM_026931
Usf1,K4,K4,NM_009480
Usp9x,K4,K4,NM_009481
Utf1,K4,K4,NM_009482
Kdm6a,K4,K4,NM_009483
Uty,K4,K4,NM_009484
Tmem160,K4,K4,NM_026938
Psap,K4,K4,NM_001146121
Psap,K4,K4,NM_001146120
Psap,K4,K4,NM_001146123
Psap,K4,K4,NM_001146122
Lsg1,K4,K4,NM_178069
Mob3b,K4,K4,NM_178061
Thra,K4,K4,NM_178060
Glt1d1,K4,K4,NM_177005
Arel1,K4,K4,NM_178065
Tmem198b,K4,K4,NM_178066
Nfe2,K4,K4,NM_008685
Nfe2l1,K4,K4,NM_008686
Enah,K4,K4,NM_008680
Nedd8,K4,K4,NM_008683
Nedd1,K4,K4,NM_008682
Ap3d1,K4,K4,NM_007460
Apc,K4,K4,NM_007462
Speg,K4,K4,NM_007463
Birc3,K4,K4,NM_007464
Nfic,K4,K4,NM_008688
Api5,K4,K4,NM_007466
Aplp1,K4,K4,NM_007467
Myod1,K4,K4,NM_010866
Myl6,K4,K4,NM_010860
Ctnnb1,K4,K4,NM_001165902
Il17ra,K4,K4,NM_008359
Il12b,K4,K4,NM_008352
Il11,K4,K4,NM_008350
Il15,K4,K4,NM_008357
Il13,K4,K4,NM_008355
Ctsb,K4,K4,NM_007798
Pkig,K4,K4,NM_001164053
Ctf1,K4,K4,NM_007795
Pkig,K4,K4,NM_001164055
Cstb,K4,K4,NM_007793
Pola2,K4,K4,NM_001164057
Pld1,K4,K4,NM_001164056
Prkrip1,K4,K4,NM_025774
Rbm22,K4,K4,NM_025776
Atg10,K4,K4,NM_025770
Cntnap2,K4,K4,NM_025771
Dtnbp1,K4,K4,NM_025772
Ube2w,K4,K4,NM_025773
Ddx60,K4,K4,NM_001081215
Pprc1,K4,K4,NM_001081214
Zfp174,K4,K4,NM_001081217
Phip,K4,K4,NM_001081216
Mrpl44,K4,K4,NM_001081210
Ermp1,K4,K4,NM_001081213
Irs2,K4,K4,NM_001081212
Olfr1495,K4,K4,NM_146344
Mir20a,K4,K4,NR_029737
Mir18,K4,K4,NR_029736
Mirlet7e,K4,K4,NR_029730
Mir22,K4,K4,NR_029739
Mir21a,K4,K4,NR_029738
Snhg16,K4,K4,NR_027821
Snhg16,K4,K4,NR_027820
Gm10638,K4,K4,NR_027829
2610318N02Rik,K4,K4,NM_183287
Spink2,K4,K4,NM_183284
Csnk2a2,K4,K4,NM_009974
Csnk2b,K4,K4,NM_009975
Cst3,K4,K4,NM_009976
Tcerg1l,K4,K4,NM_183289
Arhgap27,K4,K4,NM_183288
Tpm1,K4,K4,NM_024427
Tmem147,K4,K4,NM_027215
Slc39a11,K4,K4,NM_027216
Atp2a3,K4,K4,NM_001163337
Atp2a3,K4,K4,NM_001163336
P2rx7,K4,K4,NM_001038839
Gnptab,K4,K4,NM_001004164
Pdpr,K4,K4,NM_198308
Galnt9,K4,K4,NM_198306
Nup188,K4,K4,NM_198304
Klhl17,K4,K4,NM_198305
Eif5b,K4,K4,NM_198303
Cpeb3,K4,K4,NM_198300
Trim14,K4,K4,NM_029077
Cnep1r1,K4,K4,NM_029074
Pcf11,K4,K4,NM_029078
Pnldc1,K4,K4,NM_001034866
Erich1,K4,K4,NM_001034862
Tmem136,K4,K4,NM_001034863
Gm2518,K4,K4,NR_015538
Rictor,K4,K4K27,NM_030168
9530026P05Rik,K4,K4K27,NR_015530
Dancr,K4,K4,NR_015531
Fam122b,K4,K4,NM_030167
Csgalnact2,K4,K4,NM_030165
9230114K14Rik,K4,K4,NR_015537
Cfap299,K4,K4,NM_001024614
Tsku,K4,K4,NM_001024619
Pdzd11,K4,K4,NM_028303
Pih1d2,K4,K4,NM_028300
Anks3,K4,K4,NM_028301
Hspa12b,K4,K4,NM_028306
Pus10,K4,K4,NM_028304
Mob2,K4,K4,NM_028308
Helq,K4,K4,NM_001081107
Zfp937,K4,K4,NM_001142411
Hvcn1,K4,K4,NM_001042489
Ccni,K4,K4,NM_017367
Snhg9,K4,K4,NR_027900
Nt5c3b,K4,K4,NM_001102650
Celf1,K4,K4,NM_017368
Sec11a,K4,K4,NM_019951
Nkrf,K4,K4,NM_029891
C2cd5,K4,K4,NM_029897
Wdr82,K4,K4,NM_029896
P2rx6,K4,K4,NM_001159561
Orc3,K4,K4,NM_001159563
Dctn3,K4,K4,NM_001159565
Med7,K4,K4,NM_001104556
Med7,K4,K4,NM_001104557
Lnpk,K4,K4,NM_001110209
Akt2,K4,K4,NM_001110208
Yif1b,K4,K4,NM_001110201
Fdx2,K4,K4,NM_001039824
Acvr1,K4,K4,NM_001110205
Acvr1,K4,K4,NM_001110204
Thoc6,K4,K4,NM_001008425
Cdsn,K4,K4,NM_001008424
Zfp975,K4,K4,NM_001008427
Nol10,K4,K4,NM_001008421
Cdh12,K4,K4,NM_001008420
Scaf1,K4,K4,NM_001008422
Trmt61a,K4,K4,NM_177374
Rab26,K4,K4,NM_177375
Myo3b,K4,K4,NM_177376
Fam166b,K4,K4,NM_177377
Rhbdd3,K4,K4,NM_177370
Dna2,K4,K4,NM_177372
Snhg3,K4,K4,NR_003270
Snora70,K4,K4,NR_002899
Snora65,K4,K4,NR_002898
Gm5512,K4,K4,NR_002891
Snora64,K4,K4,NR_002897
Snhg1,K4,K4,NR_002896
Mon1b,K4,K4,NM_173015
Vat1l,K4,K4,NM_173016
Idh2,K4,K4,NM_173011
Ube3a,K4,K4,NM_173010
Map1s,K4,K4,NM_173013
Letm2,K4,K4,NM_173012
Pfkfb4,K4,K4,NM_173019
Myo9a,K4,K4,NM_173018
Tmem263,K4,K4,NM_001013028
Tgfbrap1,K4,K4,NM_001013025
Usp13,K4,K4,NM_001013024
Ttf2,K4,K4,NM_001013026
Mterf1a,K4,K4,NM_001013023
Odf3b,K4,K4,NM_001013022
Romo1,K4,K4,NM_001164217
Romo1,K4,K4,NM_001164216
Smad3,K4,K4,NM_016769
Clta,K4,K4,NM_016760
Hsd17b10,K4,K4,NM_016763
Matn2,K4,K4,NM_016762
Ddah2,K4,K4,NM_016765
Prdx4,K4,K4,NM_016764
Batf,K4,K4,NM_016767
Mcrs1,K4,K4,NM_016766
Snrnp35,K4,K4,NM_029532
Zfp60,K4,K4,NM_029531
Gpr165,K4,,NM_029536
Tmem98,K4,K4,NM_029537
Tecpr2,K4,K4,NM_001081057
Xpot,K4,K4,NM_001081056
Trappc10,K4,K4,NM_001081055
Qrsl1,K4,K4,NM_001081054
Nhs,K4,K4,NM_001081052
D130043K22Rik,K4,K4,NM_001081051
Agk,K4,K4,NM_023538
Cdk13,K4,K4,NM_001081058
Cop1,K4,K4,NM_011931
Clcn7,K4,K4,NM_011930
Decr2,K4,K4,NM_011933
Dapp1,K4,K4,NM_011932
Gnpda1,K4,K4,NM_011937
Fto,K4,K4,NM_011936
Hsf4,K4,K4,NM_011939
Grk6,K4,K4,NM_011938
Dus3l,K4,K4,NM_144858
Ficd,K4,K4,NM_001010825
Kctd14,K4,K4,NM_001010826
Usf2,K4,K4,NM_011680
Zfp459,K4,K4,NM_177811
Gm5087,K4,K4,NM_177813
Rft1,K4,K4,NM_177815
Erc2,K4,K4,NM_177814
Sh2d4b,K4,K4,NM_177816
Ccdc74a,K4,K4,NM_001166164
Pgam5,K4,K4,NM_001163538
Tmem175,K4,K4,NM_001163532
Tmem175,K4,K4,NM_001163531
Faf1,K4,K4,NM_007983
Ptk2,K4,K4,NM_007982
Acsl1,K4,K4K27,NM_007981
Fas,K4,K4,NM_007987
Fancc,K4,K4,NM_007985
Fscn1,K4,K4,NM_007984
Foxh1,K4,K4,NM_007989
Fasn,K4,K4,NM_007988
Arid3b,K4,K4,NM_019689
Slc22a4,K4,K4,NM_019687
Cib2,K4,K4,NM_019686
Ruvbl1,K4,K4,NM_019685
Ankrd49,K4,K4,NM_019683
Dynll1,K4,K4,NM_019682
Elf4,K4,K4,NM_019680
Smad1,K4,K4,NM_008539
Epcam,K4,K4,NM_008532
Amacr,K4,K4,NM_008537
Lyl1,K4,K4,NM_008535
Bptf,K4,K4,NM_176850
Sept11,K4,K4,NM_001009818
Lrrc34,K4,K4,NM_027941
Iqcm,K4,,NM_027944
Zbtb43,K4,K4,NM_027947
Dcaf7,K4,K4,NM_027946
Phf7,K4,K4,NM_027949
1700003E16Rik,K4,K4,NM_027948
Cdt1,K4,K4,NM_026014
Zmat5,K4,K4,NM_026015
Ctdnep1,K4,K4,NM_026017
Lipt2,K4,K4,NM_026010
Arl8b,K4,K4,NM_026011
Nradd,K4,K4,NM_026012
Dram2,K4,K4,NM_026013
Pip5k1c,K4,K4,NM_001146687
Ezh2,K4,K4,NM_001146689
Wdr72,K4,K4,NM_001033500
Prkacb,K4,K4,NM_011100
Prkca,K4,K4K27,NM_011101
Prkcg,K4,K4,NM_011102
Pkdrej,K4,K4,NM_011105
Pla2g1b,K4,K4,NM_011107
Eppk1,K4,K4,NM_144848
Ankrd54,K4,K4,NM_144849
Zmym5,K4,K4,NM_144842
Mtmr6,K4,K4,NM_144843
Pcca,K4,K4,NM_144844
Fam49b,K4,K4,NM_144846
Nrbp2,K4,K4,NM_144847
Ceacam19,K4,K4,NM_177036
Dock6,K4,K4,NM_177030
Atp5pb,K4,K4,NM_009725
Atp8a1,K4,K4,NM_009727
Atp7a,K4,K4,NM_009726
Atp1b1,K4,K4,NM_009721
Atox1,K4,K4,NM_009720
Atp2b2,K4,K4,NM_009723
Atp2a2,K4,K4,NM_009722
Atp6v0c,K4,K4,NM_009729
Cbl,K4,K4,NM_007619
Ppp6r3,K4,K4,NM_001164159
Ctf2,K4,,NM_198858
Casp2,K4,K4,NM_007610
Tcf3,K4,K4,NM_001164150
Ctnnd1,K4,K4,NM_007615
Ctnnb1,K4,K4,NM_007614
Gt(ROSA)26Sor,K4,K4,NR_027010
Eng,K4,K4,NM_001146350
Ephb6,K4,K4,NM_001146351
Cluap1,K4,K4,NM_029738
Chmp6,K4,K4,NM_001085498
Ndufaf6,K4,K4,NM_001085493
Rere,K4,K4,NM_001085492
Fam229a,K4,K4,NM_001085491
4930528A17Rik,K4,K4,NR_028384
Slc25a43,K4,K4,NM_001085497
B230319C09Rik,K4,K4,NR_028382
Arfgef2,K4,K4,NM_001085495
Ftx,K4,K4,NR_028380
Cenpm,K4,K4,NM_025639
Gdpd1,K4,K4,NM_025638
Aggf1,K4,K4,NM_025630
Metap1d,K4,K4,NM_025633
Zwint,K4,K4,NM_025635
Rwdd3,K4,K4,NM_025637
Ntpcr,K4,K4,NM_025636
Ssbp3,K4,K4,NM_023672
Clns1a,K4,K4,NM_023671
Hic1,K4,K4,NM_001098203
1700001L05Rik,K4,K4,NR_027980
2810025M15Rik,K4,K4,NR_027984
4632415L05Rik,K4,K4,NR_027985
Tsc2,K4,K4,NM_001039363
4930433N12Rik,K4,K4,NR_027988
Pum2,K4,K4,NR_027670
Med16,K4,K4,NM_001163276
Baiap3,K4,K4,NM_001163270
Kctd5,K4,K4,NM_027008
Rfc3,K4,K4,NM_027009
Zfp397,K4,K4,NM_027007
Gtpbp4,K4,K4,NM_027000
Polr2d,K4,K4,NM_027002
Med12,K4,K4,NM_021521
Huwe1,K4,K4,NM_021523
Usp14,K4,K4,NM_021522
Rcl1,K4,K4,NM_021525
Nampt,K4,K4,NM_021524
Mrpl13,K4,K4,NM_026759
Mphosph6,K4,K4,NM_026758
0610010K14Rik,K4,K4,NM_026757
Chst12,K4,K4,NM_021528
Ciao2b,K4,K4,NM_026753
Zfyve21,K4,K4,NM_026752
Myadml2,K4,K4,NM_026751
Itprip,K4,K4,NM_001001738
Nsd3,K4,K4,NM_001001735
Itgb4,K4,K4,NM_001005608
Gm6981,K4,K4,NR_023357
Aebp2,K4,K4,NM_001005605
Fam45a,K4,K4,NM_026437
Cryzl1,K4,K4,NM_133679
Sac3d1,K4,K4,NM_133678
Olfml3,K4,K4,NM_133859
Fam214b,K4,K4,NM_172691
Ttc34,K4,K4,NM_172878
Lrrd1,K4,K4,NM_172879
Lrrc8e,K4,K4,NM_028175
Ndufab1,K4,K4,NM_028177
Cda,K4,K4,NM_028176
1700030K09Rik,K4,K4,NM_028170
Tram1,K4,K4,NM_028173
Nusap1,K4,K4,NM_133851
2200002D01Rik,K4,K4,NM_028179
Commd7,K4,K4,NM_133850
Btbd9,K4,K4,NM_172618
Adamts10,K4,K4,NM_172619
Tmem44,K4,K4,NM_172614
Rubcn,K4,K4,NM_172615
Cip2a,K4,K4,NM_172616
Zfp523,K4,K4,NM_172617
Gramd4,K4,K4,NM_172611
Rnd1,K4,K4,NM_172612
Eif4e2,K4,K4,NM_001039169
Clip2,K4,K4,NM_001039162
Dnajc21,K4,K4,NM_030046
Mtln,K4,K4,NR_015476
Ccdc93,K4,K4,NM_001025156
Fnbp1l,K4,K4,NM_001114665
Iqsec2,K4,K4,NM_001114664
Scfd2,K4,K4,NM_001114660
Ano6,K4,K4,NM_175344
Mbnl2,K4,K4,NM_175341
Nhlrc1,K4,K4,NM_175340
Nemp2,K4,K4,NR_024590
Slc4a5,K4,K4,NM_001166067
Lars,K4,K4,NM_134137
Fam83g,K4,K4,NM_178618
Timm29,K4,K4,NM_178619
Psmd11,K4,K4,NM_178616
Necab1,K4,K4,NM_178617
Samm50,K4,K4,NM_178614
Cnpy4,K4,K4,NM_178612
Slc39a3,K4,K4,NM_134135
Krr1,K4,K4,NM_178610
Smim3,K4,K4,NM_134133
3110082I17Rik,K4,K4,NM_028469
Dppa4,K4,K4,NM_001018002
Arrb1,K4,K4,NM_177231
Tafa4,K4,K4,NM_177233
Bend6,K4,K4,NM_177235
Prnd,K4,K4,NM_001126338
Atp2b3,K4,K4,NM_177236
Mysm1,K4,K4,NM_177239
Nudt19,K4,K4,NM_033080
Ccdc92b,K4,K4,NM_001013784
Zscan26,K4,K4,NM_001013786
Gm5447,K4,K4,NM_001013788
Coq8b,K4,K4,NM_133770
Memo1,K4,K4,NM_133771
Ssbp4,K4,K4,NM_133772
Atp5g1,K4,K4,NM_001161419
Ube2s,K4,K4,NM_133777
Fam131a,K4,K4,NM_133778
Pigt,K4,K4,NM_133779
Trappc12,K4,K4,NM_001161411
Pdlim5,K4,K4,NM_019809
Pdlim5,K4,K4,NM_019808
Acp6,K4,K4,NM_019800
Ube2g2,K4,K4,NM_019803
Ggcx,K4,K4,NM_019802
Anapc7,K4,K4,NM_019805
B4galt4,K4,K4,NM_019804
Acpp,K4,K4,NM_019807
Vapb,K4,K4,NM_019806
Pars2,K4,K4,NM_001083887
1600012H06Rik,K4,K4,NM_001083882
1600012H06Rik,K4,K4,NM_001083880
1600012H06Rik,K4,K4,NM_001083881
Spag5,K4,K4,NM_017407
Atf6b,K4,K4,NM_017406
Lsr,K4,K4,NM_017405
Mrpl39,K4,K4,NM_017404
Arhgef7,K4,K4,NM_017402
Polm,K4,K4,NM_017401
Sh3gl3,K4,K4,NM_017400
Ctc1,K4,K4,NM_001013256
Max,K4,K4,NM_001146176
A630066F11Rik,K4,K4,NR_030698
A630072M18Rik,K4,K4,NR_030699
1110002L01Rik,K4,K4,NR_030694
B330016D10Rik,K4,K4,NR_030695
9930014A18Rik,K4,K4,NR_030696
4930412C18Rik,K4,K4,NR_030693
Pnma3,K4,K4,NM_153169
Lars2,K4,K4,NM_153168
Serhl,K4,K4,NM_023475
Tinagl1,K4,K4,NM_023476
Map11,K4,K4,NM_153161
Zcchc17,K4,K4,NM_153160
Dcaf10,K4,K4,NM_153167
Klhl15,K4,K4,NM_153165
Cnot1,K4,K4,NM_153164
Glyr1,K4,K4,NM_001079814
Eif4a2,K4,K4,NM_001123037
Eif4a2,K4,K4,NM_001123038
Zfp54,K4,K4,NM_011760
Zfp59,K4,K4,NM_011762
Zfp90,K4,K4,NM_011764
Zfr,K4,K4,NM_011767
Zfx,K4,K4,NM_011768
Zim1,K4,K4,NM_011769
Rbm3,K4,K4,NM_016809
Cabp2,K4,K4,NM_013878
Chpt1,K4,K4,NR_027477
Rnf11,K4,K4,NM_013876
Dpf1,K4,K4,NM_013874
Vti1b,K4,K4,NM_016800
Sult4a1,K4,K4,NM_013873
Smtn,K4,K4,NM_013870
Mapk12,K4,K4,NM_013871
Sclt1,K4,K4,NM_001081411
Gsdme,K4,K4,NM_018769
Stx8,K4,K4,NM_018768
Cd160,K4,K4,NM_018767
Ntsr1,K4,K4,NM_018766
Wbp4,K4,K4,NM_018765
Ctnnal1,K4,K4,NM_018761
Olfr335-ps,K4,K4,NM_001081410
Fbxo6,K4,K4,NM_001163704
Fbxo6,K4,K4,NM_001163705
Fbxo6,K4,K4,NM_001163706
Fbxo6,K4,K4,NM_001163707
Rpap1,K4,K4,NM_001163701
Fbxo27,K4,K4,NM_001163702
Dcun1d3,K4,K4,NM_001163703
Gnas,K4,K4,NM_001077507
Trmt61a,K4,K4,NM_001099793
