name,Control,H3.3 KD1,RefID
Gata3,K4K27,K4K27,NM_008091
Gata4,K4K27,K4K27,NM_008092
Gata5,K4K27,K4K27,NM_008093
B430319G15Rik,K4K27,K4K27,NR_029474
Pard3,K4K27,K4,NM_001122850
Csmd3,K4K27,K4,NM_001081391
Afap1l1,K4K27,K4,NM_178928
Kazald1,K4K27,K4,NM_178929
Clstn1,K4K27,K4,NM_023051
Fam57a,K4K27,K4,NM_027773
Bdnf,K4K27,K4,NM_001048142
Bdnf,K4K27,K4,NM_001048141
Serpine2,K4K27,K4K27,NM_009255
Plk5,K4K27,K4,NM_183152
Galnt17,K4K27,K4,NM_145218
Mecom,K4K27,K4K27,NM_021442
Kcnk12,K4K27,K4K27,NM_199251
Herc3,K4K27,K4,NM_028705
Jakmip3,K4K27,K4,NM_028708
Sfmbt1,K4K27,K4K27,NM_001166531
Sfmbt1,K4K27,K4K27,NM_001166532
Kcnj5,K4K27,K4,NM_010605
Kcnh3,K4K27,K4,NM_010601
Kcnk3,K4K27,K4,NM_010608
Grk4,K4K27,K4,NM_019497
Loxl2,K4K27,K4,NM_033325
Zfp423,K4K27,K4,NM_033327
Ak4,K4K27,K4,NM_009647
Angpt1,K4K27,,NM_009640
Dleu2,K4K27,K4K27,NR_028264
Spop,K4K27,K4K27,NM_025287
Arhgdig,K4K27,K4,NM_008113
Gfra2,K4K27,K4K27,NM_008115
Bmp4,K4K27,K4K27,NM_007554
Bmp6,K4K27,K4,NM_007556
Bmp7,K4K27,K4,NM_007557
Bmi1,K4K27,K4K27,NM_007552
Bmp2,K4K27,K4K27,NM_007553
Slc41a2,K4K27,K4K27,NM_177388
Sfmbt2,K4K27,K4K27,NM_177386
Nr3c2,K4K27,K4,NM_001083906
Prss12,K4K27,K4,NM_008939
Prox1,K4K27,K4K27,NM_008937
Prom1,K4K27,K4,NM_008935
Rgs10,K4K27,K4K27,NM_026418
Prkar2b,K4K27,K4K27,NM_011158
Smox,K4K27,K4,NM_145533
Vsx1,K4K27,K4K27,NM_054068
Reep4,K4K27,K4,NM_180588
Duoxa1,K4K27,K4,NM_145395
4933406I18Rik,K4K27,K4K27,NR_029437
Slc6a2,K4K27,K4K27,NM_009209
Tph1,K4K27,,NM_001136084
Ccnyl1,K4K27,K4,NM_001097644
Fam189a2,K4K27,K4,NM_001114174
Kcng3,K4K27,K4,NM_153512
Mgll,K4K27,K4K27,NM_011844
Insl3,K4K27,K4,NM_013564
Kcna6,K4K27,K4,NM_013568
Nexn,K4K27,K4K27,NM_199465
Vwa5b2,K4K27,K4,NM_001144953
Lamc2,K4K27,K4,NM_008485
Bace2,K4K27,K4,NM_019517
Astn2,K4K27,K4K27,NM_019514
Corin,K4K27,K4,NM_016869
Stk39,K4K27,K4K27,NM_016866
Atoh7,K4K27,K4,NM_016864
Cdk14,K4K27,K4K27,NM_011074
Abcb1a,K4K27,K4,NM_011076
Slc25a4,K4K27,K4K27,NM_007450
Foxo6,K4K27,K4,NM_194060
Mycs,K4K27,K4,NM_010850
Hspa2,K4K27,K4K27,NM_008301
Htr1a,K4K27,K4K27,NM_008308
Erich2,K4K27,K4,NM_025744
Tnfrsf23,K4K27,K4,NM_024290
Ky,K4K27,K4K27,NM_024291
Pex2,K4K27,K4K27,NM_001163301
Pex2,K4K27,K4K27,NM_001163302
Pex2,K4K27,K4K27,NM_001163304
Pex2,K4K27,K4K27,NM_001163305
Pex2,K4K27,K4K27,NM_001163306
Nol4,K4K27,K4,NM_199024
Dpp10,K4K27,K4K27,NM_199021
Shc4,K4K27,K4,NM_199022
Gpr176,K4K27,K4K27,NM_201367
Vav3,K4K27,K4K27,NM_020505
Tmcc3,K4K27,K4,NM_172051
Gm2670,K4K27,K4K27,NM_001101625
Lhfpl2,K4K27,K4K27,NM_172589
Acot6,K4K27,K4,NM_172580
Cdc14b,K4K27,K4K27,NM_172587
Utp23,K4K27,K4,NM_030132
Mospd4,K4K27,K4,NM_028086
Mdga2,K4K27,K4K27,NM_207010
Ngf,K4K27,K4,NM_001112698
Stat5b,K4K27,K4,NM_001113563
Stxbp1,K4K27,K4K27,NM_001113569
Gpr149,K4K27,K4K27,NM_177346
Foxl2os,K4K27,K4K27,NR_003248
Nos1ap,K4K27,K4K27,NM_001109985
Hspa2,K4K27,K4,NM_001002012
Nkx2-4,K4K27,K4K27,NM_023504
Cnih3,K4K27,K4K27,NM_001160212
Cnih3,K4K27,K4K27,NM_001160211
Twist1,K4K27,K4K27,NM_011658
A930003O13Rik,K4K27,K4,NR_027362
Plec,K4K27,K4,NM_001163542
Gda,K4K27,K4K27,NM_010266
Nr6a1,K4K27,K4K27,NM_010264
Gbx2,K4K27,K4K27,NM_010262
Lypd6b,K4K27,K4,NM_027990
Cldn23,K4K27,K4K27,NM_027998
Zcrb1,K4K27,K4,NM_026025
Lmo2,K4K27,K4K27,NM_001142335
Lmo2,K4K27,K4K27,NM_001142336
Ecel1,K4K27,K4K27,NM_021306
Pou2f3,K4K27,K4,NM_011139
Uhrf2,K4K27,K4K27,NM_144873
Vash2,K4K27,K4K27,NM_144879
Bub3,K4K27,K4,NM_009774
Dmrt2,K4K27,K4K27,NM_145831
St8sia6,K4K27,K4K27,NM_145838
Nr2e1,K4K27,K4K27,NM_152229
Acvr1c,K4K27,K4K27,NM_001111030
Sidt1,K4K27,K4K27,NM_001159419
Grm3,K4K27,K4K27,NM_181850
Hoxb2,K4K27,K4K27,NM_134032
Cacna2d1,K4K27,K4K27,NM_001110845
Cacna2d1,K4K27,K4K27,NM_001110846
Cacna2d1,K4K27,K4K27,NM_001110843
Acer2,K4K27,K4K27,NM_139306
Spdya,K4K27,K4K27,NM_029254
Slc12a5,K4K27,K4K27,NM_020333
Ank,K4K27,K4,NM_020332
Clic5,K4K27,K4,NM_172621
Cpeb2,K4K27,K4K27,NM_175937
Bend7,K4K27,K4K27,NM_178663
Pom121l2,K4K27,K4,NM_001162929
Pom121l2,K4K27,K4,NM_001162928
Zc3h12c,K4K27,K4,NM_001162921
Mir124a-3,K4K27,K4,NR_029538
Nfia,K4K27,K4K27,NM_001122953
Hoxa10,K4K27,K4K27,NM_001122950
Hck,K4K27,K4,NM_010407
Hand2,K4K27,K4K27,NM_010402
Unc5a,K4K27,K4K27,NM_153131
Chst15,K4K27,K4,NM_029935
Unc5d,K4K27,K4,NM_153135
Wipf1,K4K27,K4,NM_153138
Zfp800,K4K27,K4K27,NM_001081678
Fam43b,K4K27,K4,NM_001081672
Sgk3,K4K27,K4K27,NM_001037759
Baiap2,K4K27,K4,NM_001037755
Baiap2,K4K27,K4,NM_001037754
Tmem246,K4K27,K4K27,NM_025944
Skap1,K4K27,K4,NM_001033186
Trabd2b,K4K27,K4,NM_001085549
Zhx2,K4K27,K4K27,NM_199449
Zfp277,K4K27,K4,NM_178845
Tdrp,K4K27,K4,NM_173744
Tshz3,K4K27,K4,NM_172298
Dmrta2,K4K27,K4K27,NM_172296
Rcsd1,K4K27,K4,NM_178593
Fgf8,K4K27,K4K27,NM_001166361
Fgf8,K4K27,K4K27,NM_001166363
Fgf8,K4K27,K4K27,NM_001166362
Col25a1,K4K27,K4K27,NM_198711
Sypl,K4K27,K4K27,NM_198710
Galnt16,K4K27,K4K27,NM_001081421
Camk2d,K4K27,K4K27,NM_001025438
Igsf11,K4K27,K4K27,NM_170599
Adcyap1r1,K4K27,K4K27,NM_001025372
Nkx1-2,K4K27,K4K27,NM_009123
Satb1,K4K27,K4K27,NM_009122
Atxn1,K4K27,K4K27,NM_009124
Itprid2,K4K27,K4,NM_080558
Abca3,K4K27,K4,NM_013855
Ltk,K4K27,K4,NM_206942
Ltk,K4K27,K4,NM_206941
Inhba,K4K27,K4,NM_008380
Kcnq5,K4K27,K4,NM_023872
Col26a1,K4K27,K4,NM_024474
Pus3,K4K27,K4K27,NM_023292
Cdc42ep3,K4K27,K4K27,NM_026514
Tmem178,K4K27,K4K27,NM_026516
Pde2a,K4K27,K4,NM_001143849
Zic5,K4K27,K4K27,NM_022987
Rtn4r,K4K27,K4,NM_022982
Lpar3,K4K27,K4K27,NM_022983
Pfn4,K4K27,K4,NM_028376
Adamts19,K4K27,K4K27,NM_175506
Gpc5,K4K27,K4K27,NM_175500
Aard,K4K27,K4K27,NM_175503
Slc39a8,K4K27,K4K27,NM_001135150
Mlf1,K4K27,K4K27,NM_001039543
Lrrc3b,K4K27,K4,NM_146052
Setd7,K4K27,K4,NM_080793
Pcdha5,K4K27,K4K27,NM_009959
Dock3,K4K27,K4K27,NM_153413
Phldb2,K4K27,K4,NM_153412
Trpm6,K4K27,K4K27,NM_153417
Plod2,K4K27,K4K27,NM_011961
Pou4f2,K4K27,K4K27,NM_138944
Pou4f3,K4K27,K4K27,NM_138945
Cabp7,K4K27,K4,NM_138948
Egr2,K4K27,K4,NM_010118
Specc1,K4K27,K4,NM_001029936
Tmem243,K4K27,K4,NM_001081029
Plau,K4K27,K4,NM_008873
Mbp,K4K27,K4,NM_010777
Shroom1,K4K27,K4,NM_027917
Gata6,K4K27,K4K27,NM_010258
Stk33,K4K27,K4K27,NM_054103
Vcan,K4K27,K4,NM_019389
Add3,K4K27,K4K27,NM_001164101
Nfatc1,K4K27,K4K27,NM_001164109
Rasef,K4K27,K4K27,NM_001017427
Foxl1,K4K27,K4K27,NM_008024
Fli1,K4K27,K4,NM_008026
Foxb2,K4K27,K4K27,NM_008023
Foxd4,K4K27,K4K27,NM_008022
Flt4,K4K27,K4,NM_008029
Slc43a1,K4K27,K4,NM_001081349
Hecw1,K4K27,K4,NM_001081348
Lrat,K4K27,K4,NM_023624
Cdh11,K4K27,K4K27,NM_009866
Zfp804b,K4K27,K4K27,NM_001163223
Plk2,K4K27,K4,NM_152804
Hpse,K4K27,K4K27,NM_152803
Pcdhb1,K4K27,K4,NM_053126
Pcdhb2,K4K27,K4,NM_053127
Pcdhb3,K4K27,K4,NM_053128
Pcdhb4,K4K27,K4,NM_053129
Slc24a4,K4K27,K4K27,NM_172152
Gnao1,K4K27,K4K27,NM_001113384
Ffar4,K4K27,K4K27,NM_181748
Bcl11b,K4K27,K4K27,NM_021399
Prkag2,K4K27,K4,NM_145401
Pknox2,K4K27,K4K27,NM_001029838
Npnt,K4K27,K4,NM_001029836
Pcnx,K4K27,K4,NM_018814
Zhx3,K4K27,K4K27,NM_177263
Ncam2,K4K27,K4,NM_010954
Pcdh17,K4K27,K4,NM_001013753
Elavl2,K4K27,K4K27,NM_010486
Htra4,K4K27,K4,NM_001081187
Gpc6,K4K27,K4K27,NM_001079844
Rprm,K4K27,K4,NM_023396
Mgll,K4K27,K4K27,NM_001166251
Mgll,K4K27,K4K27,NM_001166250
Twist2,K4K27,K4K27,NM_007855
Dhh,K4K27,K4,NM_007857
Skor1,K4K27,K4K27,NM_001163758
Skor1,K4K27,K4K27,NM_001163757
Skor1,K4K27,K4K27,NM_001163755
Edil3,K4K27,K4,NM_010103
S1pr3,K4K27,K4,NM_010101
Edn1,K4K27,K4,NM_010104
Sfmbt1,K4K27,K4,NM_019460
Rhpn2,K4K27,K4,NM_027897
Coasy,K4K27,K4,NM_027896
Cav2,K4K27,K4,NM_016900
Bend4,K4K27,K4,NM_001164806
Coro2a,K4K27,K4,NM_001164804
Thsd7a,K4K27,K4,NM_001164805
Fibin,K4K27,K4,NM_026271
Rgma,K4K27,K4K27,NM_177740
Zfp711,K4K27,K4K27,NM_177747
Ddit4l,K4K27,K4,NM_030143
Tbx20,K4K27,K4K27,NM_194263
Frmd3,K4K27,K4,NM_001163732
Plod2,K4K27,K4K27,NM_001142916
Soga3,K4K27,K4,NM_026138
Kctd16,K4K27,K4,NM_026135
Zc3hav1,K4K27,K4,NM_028864
Kbtbd11,K4K27,K4,NM_029116
Slc16a10,K4K27,K4,NM_028247
Duox1,K4K27,K4,NM_001099297
Vgf,K4K27,K4,NM_001039385
Dock10,K4K27,K4K27,NM_175291
Mael,K4K27,K4K27,NM_175296
Egflam,K4K27,K4K27,NM_178748
Tmem229b,K4K27,K4,NM_178745
Cdh22,K4K27,K4,NM_174988
Bhlha9,K4K27,K4,NM_177182
Cplx2,K4K27,K4,NM_009946
Thrb,K4K27,K4K27,NM_001113417
Ebf3,K4K27,K4K27,NM_001113415
Ebf3,K4K27,K4K27,NM_001113414
Kcnh5,K4K27,K4K27,NM_172805
Syt16,K4K27,K4,NM_172804
Btbd7,K4K27,K4,NM_172806
Sdk2,K4K27,K4K27,NM_172800
Dock4,K4K27,K4,NM_172803
Spo11,K4K27,K4,NM_001083959
Hoxb5,K4K27,K4K27,NM_008268
Aff1,K4K27,K4K27,NM_001080798
Sgcb,K4K27,K4K27,NM_011890
Sgcd,K4K27,K4,NM_011891
Sh3bp5,K4K27,K4,NM_011894
Gm10584,K4K27,K4,NR_028578
Gm10649,K4K27,K4K27,NR_028579
Sema5b,K4K27,K4K27,NM_013661
Shox2,K4K27,K4K27,NM_013665
Fbxo16,K4K27,K4,NM_015795
Raver2,K4K27,K4K27,NM_183024
Igf2bp2,K4K27,K4K27,NM_183029
Cpm,K4K27,K4K27,NM_027468
Slc25a33,K4K27,K4,NM_027460
Rsrc1,K4K27,K4K27,NM_025822
Eif4e3,K4K27,K4,NM_025829
Gng4,K4K27,K4K27,NM_010317
Mcc,K4K27,K4,NM_001085373
Clstn2,K4K27,K4K27,NM_022319
Ndnf,K4K27,K4K27,NM_172399
Crybg1,K4K27,K4K27,NM_172393
Astl,K4K27,K4,NM_172539
She,K4K27,K4K27,NM_172530
Aldh5a1,K4K27,K4,NM_172532
Sema6d,K4K27,K4K27,NM_172537
Kif21a,K4K27,K4,NM_001109042
Kif21a,K4K27,K4,NM_001109041
Wsb1,K4K27,K4,NM_019653
Foxl2,K4K27,K4K27,NM_012020
Arhgef28,K4K27,K4,NM_012026
St6galnac5,K4K27,K4,NM_012028
Dcdc2a,K4K27,K4,NM_177577
Rimkla,K4K27,K4K27,NM_177572
Ocln,K4K27,K4K27,NM_008756
Nxph2,K4K27,K4K27,NM_008752
Nxph1,K4K27,K4K27,NM_008751
Nxn,K4K27,K4,NM_008750
Barhl1,K4K27,K4,NM_001164186
Gtf2a1l,K4K27,K4,NM_023630
Cmtr2,K4K27,K4,NM_146215
Klhl36,K4K27,K4,NM_146219
Galnt1,K4K27,K4,NM_001160404
Tspan18,K4K27,K4,NM_183180
Otx2os1,K4K27,K4K27,NR_029384
Mecom,K4K27,K4K27,NM_007963
Evl,K4K27,K4K27,NM_007965
Evx2,K4K27,K4K27,NM_007967
Evx1,K4K27,K4K27,NM_007966
Bcl11a,K4K27,K4K27,NM_001159290
Caskin1,K4K27,K4,NM_027937
Plppr5,K4K27,K4K27,NM_029425
Hs3st6,K4K27,K4K27,NM_001012402
Stim2,K4K27,K4K27,NM_001081103
Nsd2,K4K27,K4K27,NM_001081102
Dmgdh,K4K27,K4K27,NM_028772
Fbn2,K4K27,K4,NM_010181
Pcdhgb6,K4K27,K4K27,NM_033578
Gm1673,K4K27,K4K27,NM_001033458
Slc40a1,K4K27,K4,NM_016917
Cdkl2,K4K27,K4,NM_016912
Aebp1,K4K27,K4,NM_009636
Nkain2,K4K27,K4K27,NM_001013411
Bmpr2,K4K27,K4,NM_007561
Bnc1,K4K27,K4K27,NM_007562
Hpgd,K4K27,K4,NM_008278
Hoxd12,K4K27,K4K27,NM_008274
Hoxd13,K4K27,K4K27,NM_008275
Hoxd8,K4K27,K4K27,NM_008276
Hoxb9,K4K27,K4K27,NM_008270
Hoxc9,K4K27,K4K27,NM_008272
Hoxd11,K4K27,K4K27,NM_008273
Slco3a1,K4K27,K4K27,NM_023908
Asic2,K4K27,K4,NM_007384
Afap1,K4K27,K4,NM_027373
Ppp1r3g,K4K27,K4K27,NM_029628
Chst11,K4K27,K4K27,NM_021439
Sertad4,K4K27,K4,NM_198247
Meiob,K4K27,K4,NM_029197
Mtmr10,K4K27,K4,NM_172742
Ucn,K4K27,K4,NM_021290
Vgll3,K4K27,K4,NM_028572
Ltb,K4K27,K4,NM_008518
Mmd2,K4K27,K4,NM_175217
Nfix,K4K27,K4K27,NM_001081981
Skor2,K4K27,K4K27,NM_001109743
Rgs17,K4K27,K4,NM_019958
Snx22,K4K27,K4,NM_001025612
Map3k20,K4K27,K4,NM_023057
Pcsk9,K4K27,K4K27,NM_153565
Tmem132d,K4K27,K4,NM_172885
Slc6a5,K4K27,K4,NM_148931
Hoxd9,K4K27,K4K27,NM_013555
Hoxd10,K4K27,K4K27,NM_013554
Hoxc4,K4K27,K4K27,NM_013553
Gcnt4,K4K27,K4K27,NM_001166065
Syne2,K4K27,K4,NM_001005510
H2-Q2,K4K27,K4K27,NM_010392
H2-Q1,K4K27,K4,NM_010390
H2-Q10,K4K27,K4K27,NM_010391
H2-Q7,K4K27,K4K27,NM_010394
Zbtb10,K4K27,K4,NM_177660
Galnt6,K4K27,K4,NM_172451
Pax9,K4K27,K4K27,NM_011041
Pax8,K4K27,K4K27,NM_011040
Pcdh10,K4K27,K4K27,NM_011043
Atp1a1,K4K27,K4,NM_144900
Arnt2,K4K27,K4K27,NM_007488
Arntl,K4K27,K4,NM_007489
Ugdh,K4K27,K4,NM_009466
Ntf3,K4K27,K4,NM_001164035
Col12a1,K4K27,K4K27,NM_007730
Col13a1,K4K27,K4,NM_007731
Col19a1,K4K27,K4K27,NM_007733
Limch1,K4K27,K4K27,NM_001001980
Nat8l,K4K27,K4,NM_001001985
Kdm2a,K4K27,K4K27,NM_001001984
Nol4l,K4K27,K4K27,NM_001001986
Mmp24,K4K27,K4,NM_010808
Mlf1,K4K27,K4K27,NM_010801
Mllt10,K4K27,K4,NM_010804
Prr16,K4K27,K4,NM_001081224
Ntng1,K4K27,K4,NM_001163351
Ntng1,K4K27,K4,NM_001163350
Apoo,K4K27,K4,NM_026673
Aph1c,K4K27,K4,NM_026674
Kbtbd12,K4K27,K4K27,NM_029013
Tox,K4K27,K4K27,NM_145711
Amph,K4K27,K4,NM_175007
Gm527,K4K27,K4K27,NM_001025605
Col25a1,K4K27,K4K27,NM_029838
Mpped2,K4K27,K4,NM_029837
Arhgef7,K4K27,K4K27,NM_001113517
Col2a1,K4K27,K4K27,NM_001113515
Tmem266,K4K27,K4K27,NM_172923
Dclk3,K4K27,K4,NM_172928
Islr2,K4K27,K4,NM_001161535
Islr2,K4K27,K4,NM_001161537
Islr2,K4K27,K4,NM_001161536
Islr2,K4K27,K4,NM_001161539
Islr2,K4K27,K4,NM_001161538
Hacd1,K4K27,K4K27,NM_001012396
Dpysl4,K4K27,K4,NM_011993
Mcidas,K4K27,K4K27,NM_001037914
Vash2,K4K27,K4K27,NR_027352
Slc1a6,K4K27,K4,NM_009200
Stx11,K4K27,K4K27,NM_001163591
Stx11,K4K27,K4K27,NM_001163590
Mapkapk2,K4K27,K4,NM_008551
Ascl1,K4K27,K4,NM_008553
Ascl2,K4K27,K4,NM_008554
D430041D05Rik,K4K27,K4K27,NM_001033347
Fjx1,K4K27,K4K27,NM_010218
Fhl2,K4K27,K4K27,NM_010212
Gxylt2,K4K27,K4K27,NM_198612
Tacstd2,K4K27,K4K27,NM_020047
Cebpa,K4K27,K4K27,NM_007678
Cdkn2c,K4K27,K4K27,NM_007671
Cdkn2b,K4K27,K4K27,NM_007670
Cdx2,K4K27,K4K27,NM_007673
Cdx4,K4K27,K4,NM_007674
Pcdhb21,K4K27,K4,NM_053146
Pcdhb22,K4K27,K4K27,NM_053147
Pcdhb19,K4K27,K4,NM_053144
Pcdhb17,K4K27,K4,NM_053142
Pcdhb18,K4K27,K4K27,NM_053143
Sgcz,K4K27,K4K27,NM_145841
Rgs9bp,K4K27,K4,NM_145840
Zpbp2,K4K27,K4K27,NM_027061
Hpcal1,K4K27,K4,NM_016677
Reck,K4K27,K4K27,NM_016678
Cftr,K4K27,K4K27,NM_021050
Lypd1,K4K27,K4K27,NM_145100
Strn,K4K27,K4,NM_011500
Tnfrsf11a,K4K27,K4,NM_009399
Kcnn2,K4K27,K4,NM_080465
Itgb8,K4K27,K4K27,NM_177290
Mir10b,K4K27,K4,NR_029566
Yaf2,K4K27,K4K27,NM_024189
Ssbp2,K4K27,K4K27,NM_024186
Ankrd33b,K4K27,K4,NM_001164441
Hsd17b1,K4K27,K4,NM_010475
Hs3st1,K4K27,K4,NM_010474
Pcsk5,K4K27,K4K27,NM_001163144
C2cd4a,K4K27,K4,NM_001163143
Phospho1,K4K27,K4,NM_153104
Spag6,K4K27,K4K27,NM_001001334
Plekho1,K4K27,K4K27,NM_023320
Prdm12,K4K27,K4,NM_001123362
Ptger4,K4K27,K4,NM_008965
Adra1a,K4K27,K4,NM_013461
Adra1d,K4K27,K4K27,NM_013460
Gpr137c,K4K27,K4K27,NM_027518
Dsg2,K4K27,K4,NM_007883
Bahcc1,K4K27,K4,NM_198423
Nfatc1,K4K27,K4K27,NM_198429
Rasgrf1,K4K27,K4K27,NM_001039655
Lhx3,K4K27,K4,NM_001039653
Arhgap24,K4K27,K4,NM_146161
Vopp1,K4K27,K4,NM_146168
Abtb2,K4K27,K4,NM_178890
Nfil3,K4K27,K4K27,NM_017373
Hectd2,K4K27,K4K27,NM_172637
Dnah11,K4K27,K4K27,NM_010060
Lin7a,K4K27,K4K27,NM_001039354
Mef2a,K4K27,K4K27,NM_001033713
Adarb2,K4K27,K4,NM_052977
Shh,K4K27,K4K27,NM_009170
Siah2,K4K27,K4K27,NM_009174
St3gal1,K4K27,K4K27,NM_009177
Tusc1,K4K27,K4,NM_026954
Tnfrsf19,K4K27,K4,NM_013869
Rabgap1l,K4K27,K4K27,NM_013862
Adcyap1r1,K4K27,K4K27,NM_007407
Adcy6,K4K27,K4,NM_007405
Adam12,K4K27,K4,NM_007400
Ndn,K4K27,K4K27,NM_010882
Ncoa1,K4K27,K4,NM_010881
Sall2,K4K27,K4K27,NM_015772
Kcnk9,K4K27,K4,NM_001033876
Dscaml1,K4K27,K4,NM_001081270
Ak5,K4K27,K4K27,NM_001081277
Mfhas1,K4K27,K4,NM_001081279
Tbc1d4,K4K27,K4K27,NM_001081278
Cxcr4,K4K27,K4K27,NM_009911
Kansl1l,K4K27,K4K27,NM_001122738
Igf2,K4K27,K4K27,NM_001122736
Kit,K4K27,K4,NM_001122733
Tnrc18,K4K27,K4K27,NM_001122730
Slc13a5,K4K27,K4K27,NM_001004148
Ankrd33b,K4K27,K4,NM_027496
Smarcd3,K4K27,K4,NM_025891
Kbtbd6,K4K27,K4,NM_001034882
Pik3r3,K4K27,K4K27,NM_181585
Creb5,K4K27,K4K27,NR_015553
Slc16a9,K4K27,K4,NM_025807
Casp7,K4K27,K4,NM_007611
Pstpip2,K4K27,K4,NM_013831
Vax2os,K4K27,K4K27,NR_002871
Vax2os,K4K27,K4K27,NR_002873
Galnt13,K4K27,K4,NM_173030
Trpc6,K4K27,K4K27,NM_013838
Kcnj6,K4K27,K4,NM_010606
Kcnk2,K4K27,K4K27,NM_010607
Nell2,K4K27,K4,NM_016743
Bcor,K4K27,K4,NM_029510
Wif1,K4K27,K4K27,NM_011915
Vax2,K4K27,K4,NM_011912
Zpbp2,K4K27,K4K27,NM_001166495
Zpbp2,K4K27,K4K27,NM_001166494
Fam163a,K4K27,K4K27,NM_177838
Fam78b,K4K27,K4,NM_001160262
Fam78b,K4K27,K4,NM_001160261
Stim1,K4K27,K4,NM_009287
Dlg5,K4K27,K4,NM_001163513
Pex5l,K4K27,K4K27,NM_001163516
Phox2b,K4K27,K4K27,NM_008888
Plxna2,K4K27,K4K27,NM_008882
Phox2a,K4K27,K4K27,NM_008887
Pmp22,K4K27,K4,NM_008885
Lyn,K4K27,K4,NM_010747
Lyst,K4K27,K4,NM_010748
Gjd2,K4K27,K4K27,NM_010290
Glrb,K4K27,K4K27,NM_010298
Pde1c,K4K27,K4,NM_001159952
A830018L16Rik,K4K27,K4,NM_001160371
Mdga1,K4K27,K4,NM_001081160
Eif5a2,K4K27,K4K27,NM_177586
Aph1b,K4K27,K4,NM_177583
Prkg1,K4K27,K4K27,NM_011160
Mapk11,K4K27,K4,NM_011161
Ppp1r1b,K4K27,K4,NM_144828
Mfsd4b1,K4K27,K4K27,NM_144821
Fstl4,K4K27,K4,NM_177059
Rnd2,K4K27,K4,NM_009708
Aqp5,K4K27,K4K27,NM_009701
Arhgap6,K4K27,K4,NM_009707
Arg2,K4K27,K4K27,NM_009705
Areg,K4K27,K4,NM_009704
Tdrd1,K4K27,K4,NM_001002240
Gad2,K4K27,K4K27,NM_008078
Gabrd,K4K27,K4K27,NM_008072
Gabrb3,K4K27,K4K27,NM_008071
Gad1,K4K27,K4K27,NM_008077
Gabrg3,K4K27,K4,NM_008074
Eid1,K4K27,K4K27,NM_025613
Rtn1,K4K27,K4K27,NM_001007596
Pon2,K4K27,K4,NM_183308
Tmem126b,K4K27,K4,NM_026734
Moxd1,K4K27,K4,NM_021509
Nptxr,K4K27,K4K27,NM_030689
Wnt16,K4K27,K4K27,NM_053116
Gpbp1,K4K27,K4K27,NM_028487
Vmn1r90,K4K27,K4,NM_001039146
Nkain2,K4K27,K4K27,NM_001025286
Agbl3,K4K27,K4K27,NM_178630
Ralyl,K4K27,K4K27,NM_178631
Tmem108,K4K27,K4,NM_178638
Lbx1,K4K27,K4,NM_010691
Polg,K4K27,K4,NM_017462
Gucy1b1,K4K27,K4,NM_017469
Hivep2,K4K27,K4K27,NM_010437
AW011738,K4K27,K4,NR_030671
Npy,K4K27,K4K27,NM_023456
Vipr1,K4K27,K4K27,NM_011703
Vim,K4K27,K4,NM_011701
Hsf5,K4K27,K4,NM_001045527
Bahd1,K4K27,K4,NM_001045523
Ncoa2,K4K27,K4,NM_001077695
Nr2f1,K4K27,K4K27,NM_010151
Lin7a,K4K27,K4K27,NM_001033223
Esr2,K4K27,K4,NM_010157
Znrf3,K4K27,K4,NM_001080924
Wnt10a,K4K27,K4,NM_009518
Wnt11,K4K27,K4K27,NM_009519
Vipr2,K4K27,K4,NM_009511
Rerg,K4K27,K4K27,NM_181988
Zbtb46,K4K27,K4K27,NM_027656
Selenoi,K4K27,K4,NM_027652
Slc18a3,K4K27,K4,NM_021712
Skor1,K4K27,K4K27,NM_172446
Stxbp5l,K4K27,K4K27,NM_172440
Prr18,K4K27,K4,NM_178774
Nhlh2,K4K27,K4K27,NM_178777
Rnf152,K4K27,K4,NM_178779
Kcnc1,K4K27,K4,NM_001112739
Fut8,K4K27,K4,NM_016893
Mras,K4K27,K4,NM_008624
Msi1,K4K27,K4K27,NM_008629
Rad51ap2,K4K27,K4K27,NM_001111118
Pak7,K4K27,K4,NM_172858
Cdh7,K4K27,K4,NM_172853
Kctd1,K4K27,K4K27,NM_134112
Mir212,K4K27,K4,NR_029794
Trank1,K4K27,K4K27,NM_001164659
Hcrtr1,K4K27,K4,NM_001163027
Ptpra,K4K27,K4,NM_001163688
Grm5,K4K27,K4K27,NM_001081414
Ltbp2,K4K27,K4,NM_013589
Psmb9,K4K27,K4,NM_013585
Hnf1b,K4K27,K4,NM_009330
Tfap2b,K4K27,K4K27,NM_009334
Tfap2c,K4K27,K4,NM_009335
Sypl,K4K27,K4K27,NM_013635
Dbx1,K4K27,K4K27,NM_001005232
Nr4a3,K4K27,K4K27,NM_015743
Slit1,K4K27,K4,NM_015748
Bean1,K4K27,K4,NM_001141922
Bean1,K4K27,K4,NM_001141924
Bean1,K4K27,K4,NM_001141925
Mfsd1,K4K27,K4K27,NM_025813
Sybu,K4K27,K4,NM_001032727
Galnt7,K4K27,K4K27,NM_144731
Gpr85,K4K27,K4,NM_145066
Insm2,K4K27,K4K27,NM_020287
Tlx1,K4K27,K4K27,NM_021901
Ets1,K4K27,K4K27,NM_001038642
Slco3a1,K4K27,K4K27,NM_001038643
Hipk3,K4K27,K4,NM_001145824
