name,Control,H3.3 KD1,RefID
Kcnmb4os1,K4K27,,NR_028107
Ntng2,K4K27,,NM_133501
Ntng2,K4K27,,NM_133500
Micu2,K4K27,K4K27,NM_028643
Pde8a,K4K27,K4K27,NM_008803
Pde1b,K4K27,K4K27,NM_008800
Gm7276,K4K27,K4,NM_001039252
Rbpjl,K4K27,K4,NM_009036
Cacna1g,K4K27,K4K27,NM_009783
Cacna1e,K4K27,K4K27,NM_009782
Cacna2d3,K4K27,K4K27,NM_009785
Cacna2d1,K4K27,K4K27,NM_009784
Calb1,K4K27,K4K27,NM_009788
Adamts8,K4K27,K4K27,NM_013906
Hey2,K4K27,K4K27,NM_013904
Heyl,K4K27,K4,NM_013905
Pax1,K4K27,K4,NM_008780
Pax3,K4K27,K4K27,NM_008781
Pax5,K4K27,K4K27,NM_008782
Arhgap33,K4K27,K4,NM_178252
Klhdc1,K4K27,K4,NM_178253
Abhd6,K4K27,K4K27,NM_025341
Rin3,K4K27,K4,NM_001161365
Tdrd6,K4K27,K4,NM_001161366
Tdrd6,K4K27,K4,NM_001161367
Sorcs3,K4K27,K4,NM_025696
Trhde,K4K27,K4K27,NM_146241
Slc9a5,K4K27,K4,NM_001081332
Cntnap2,K4K27,K4,NM_001004357
S1pr5,K4K27,K4,NM_053190
Cadm3,K4K27,K4K27,NM_053199
Gpr25,K4K27,K4,NM_001101516
Zswim6,K4K27,K4K27,NM_145456
Zfp503,K4K27,K4K27,NM_145459
Ankrd34b,K4K27,K4K27,NM_175455
Hid1,K4K27,K4,NM_175454
Glis3,K4K27,K4,NM_175459
Ube2ql1,K4K27,K4K27,NM_001145162
Fzd1,K4K27,K4,NM_021457
Fzd3,K4K27,K4K27,NM_021458
Cttnbp2,K4K27,K4K27,NM_080285
Cacna1i,K4K27,K4,NM_001044308
Pde1c,K4K27,K4,NM_001159960
Morc4,K4K27,K4,NM_029413
Krt18,K4K27,K4,NM_010664
Pfdn4,K4K27,K4,NM_001013369
St3gal6,K4K27,K4K27,NM_018784
Egr3,K4K27,K4K27,NM_018781
Sfrp5,K4K27,K4K27,NM_018780
Lgr6,K4K27,K4,NM_001033409
Ptpn18,K4K27,K4K27,NM_011206
Ptpn13,K4K27,K4,NM_011204
Cacng4,K4K27,K4K27,NM_019431
Stag3,K4K27,K4K27,NM_016964
Kctd12,K4K27,K4,NM_177715
Ssh2,K4K27,K4,NM_177710
Asic1,K4K27,K4,NM_009597
Prr18,K4K27,K4,NR_028280
Kcnc4,K4K27,K4,NM_145922
Hhex,K4K27,K4,NM_008245
Foxg1,K4K27,K4K27,NM_008241
Foxd1,K4K27,K4K27,NM_008242
Nell1,K4K27,K4K27,NM_001037906
Ripply2,K4K27,K4K27,NM_001037907
Lysmd2,K4K27,K4,NM_027309
Snx7,K4K27,K4,NM_029655
Ptprt,K4K27,K4,NM_021464
Snph,K4K27,K4,NM_198214
C1qtnf4,K4K27,K4,NM_026161
C1ql4,K4K27,K4,NM_001024702
Lrp3,K4K27,K4K27,NM_001024707
Dpp6,K4K27,K4,NM_207282
Klhl5,K4K27,K4,NM_175174
Slc17a6,K4K27,K4K27,NM_080853
Pogk,K4K27,K4K27,NM_175170
Kif1a,K4K27,K4,NM_001110315
Tec,K4K27,K4K27,NM_001113464
Tec,K4K27,K4K27,NM_001113460
Tec,K4K27,K4K27,NM_001113461
Cadps,K4K27,K4K27,NM_001042617
Ildr2,K4K27,K4K27,NM_001164528
Drd5,K4K27,K4,NM_013503
Hapln4,K4K27,K4,NM_177900
Opcml,K4K27,K4K27,NM_177906
Cldn10,K4K27,K4K27,NM_001160099
Nrp2,K4K27,K4K27,NM_001077405
Nrp2,K4K27,K4K27,NM_001077404
Nrp2,K4K27,K4K27,NM_001077407
Nrp2,K4K27,K4K27,NM_001077406
Nrp2,K4K27,K4K27,NM_001077403
Mpp5,K4K27,K4,NM_019579
Tspan5,K4K27,K4K27,NM_019571
Gstm5,K4K27,K4,NM_010360
Flt3,K4K27,K4,NM_010229
Setbp1,K4K27,K4K27,NM_053099
Fam126a,K4K27,K4K27,NM_053090
Arpc5,K4K27,K4K27,NM_026369
Astn2,K4K27,K4K27,NM_207109
Cwh43,K4K27,K4,NM_181323
Vsx2,K4K27,K4,NM_007701
Cidea,K4K27,K4K27,NM_007702
Ssbp2,K4K27,K4K27,NM_024272
Hoxd3os1,K4K27,K4,NR_027899
2900092D14Rik,K4K27,K4K27,NR_027891
Kbtbd13,K4K27,K4,NM_028974
Smpdl3a,K4K27,K4,NM_020561
Hlf,K4K27,K4,NM_172563
Selenov,K4K27,K4,NM_175033
Shisal2a,K4K27,K4,NM_001099303
Ikzf1,K4K27,K4K27,NM_001025597
Irf5,K4K27,K4,NM_012057
Nkx2-5,K4K27,K4K27,NM_008700
Nkx2-9,K4K27,K4K27,NM_008701
Vcan,K4K27,K4,NM_172955
Gphn,K4K27,K4K27,NM_172952
Crim1,K4K27,K4,NM_015800
Ihh,K4K27,K4,NM_010544
Chrd,K4K27,K4,NM_009893
Chat,K4K27,K4,NM_009891
Traf5,K4K27,K4K27,NM_011633
Magel2,K4K27,K4K27,NM_013779
Tbc1d9,K4K27,K4K27,NM_027758
Epha5,K4K27,K4K27,NM_007937
Epha6,K4K27,K4,NM_007938
Dock7,K4K27,K4K27,NM_026082
Tgfa,K4K27,K4,NM_031199
Pappa,K4K27,K4,NM_021362
Nova1,K4K27,K4K27,NM_021361
Neurl1a,K4K27,K4,NM_021360
Sos2,K4K27,K4,NM_001135559
Vstm2l,K4K27,K4,NM_198627
Rundc3b,K4K27,K4K27,NM_198620
Gfra4,K4K27,K4,NM_020014
Sh3rf1,K4K27,K4,NM_021506
Lyn,K4K27,K4,NM_001111096
Six3os1,K4K27,K4K27,NR_015387
Six3os1,K4K27,K4K27,NR_015386
Six3os1,K4K27,K4K27,NR_015385
St6gal2,K4K27,K4,NM_172829
Sema6d,K4K27,K4K27,NM_199239
Sema6d,K4K27,K4K27,NM_199238
Slc35f4,K4K27,K4K27,NM_029238
Msl1,K4K27,K4,NM_028722
Gria2,K4K27,K4K27,NM_001039195
Tbx3,K4K27,K4,NM_011535
Tbx4,K4K27,K4K27,NM_011536
Tbx1,K4K27,K4K27,NM_011532
Lrrc38,K4K27,K4K27,NM_001162983
Amd1,K4K27,K4,NM_009665
C2cd2,K4K27,K4K27,NM_174847
Frs2,K4K27,K4,NM_177798
Gli3,K4K27,K4K27,NM_008130
Bdh1,K4K27,K4,NM_001122683
Trpc3,K4K27,K4,NM_019510
Tubb6,K4K27,K4,NM_026473
Ntrk1,K4K27,K4K27,NM_001033124
Adarb1,K4K27,K4,NM_001024837
Spaca1,K4K27,K4,NM_026293
Spdya,K4K27,K4K27,NM_001142631
Car10,K4K27,K4K27,NM_028296
Prr36,K4K27,K4,NM_207203
Ninl,K4K27,K4,NM_207204
Igsf3,K4K27,K4,NM_207205
Sec24b,K4K27,K4,NM_207209
Syn2,K4K27,K4K27,NM_013681
Tap1,K4K27,K4,NM_013683
Amigo1,K4K27,K4,NM_146137
Prune2,K4K27,K4,NM_181348
Sez6l,K4K27,K4K27,NM_019982
Habp4,K4K27,K4,NM_019986
Brinp3,K4K27,K4K27,NM_153539
Smim14,K4K27,K4,NM_133697
Atp6v1c2,K4K27,K4,NM_133699
Slc26a4,K4K27,K4K27,NM_011867
Pde10a,K4K27,K4,NM_011866
Slc6a17,K4K27,K4K27,NM_172271
Efhd1,K4K27,K4K27,NM_028889
Sema3d,K4K27,K4,NM_028882
Dlx3,K4K27,K4,NM_010055
Dlx2,K4K27,K4,NM_010054
Dlx6,K4K27,K4K27,NM_010057
Dlx5,K4K27,K4K27,NM_010056
Dkk1,K4K27,K4,NM_010051
Dlx1,K4K27,K4K27,NM_010053
Dlk1,K4K27,K4,NM_010052
Rgs17,K4K27,K4,NM_001161822
Lrp1b,K4K27,K4K27,NM_053011
Ppp1r2-ps3,K4K27,K4,NR_003650
Pnmal2,K4K27,K4K27,NM_001099636
Rnf39,K4K27,K4,NM_001099632
Rax,K4K27,K4K27,NM_013833
Rgl1,K4K27,K4K27,NM_016846
Duox2,K4K27,K4K27,NM_177610
Slc35a3,K4K27,K4,NM_144902
Sfrp2,K4K27,K4,NM_009144
Pitx2,K4K27,K4K27,NM_011098
Evl,K4K27,K4K27,NM_001163394
App,K4K27,K4K27,NM_007471
Pdgfra,K4K27,K4,NM_001083316
Eea1,K4K27,K4,NM_001001932
Hs3st5,K4K27,K4K27,NM_001081208
Prdm14,K4K27,K4,NM_001081209
Dgki,K4K27,K4K27,NM_001081206
Pcdha10,K4K27,K4,NM_009961
Pcdha11,K4K27,K4K27,NM_009960
Tchh,K4K27,K4K27,NM_001163098
Ralyl,K4K27,K4K27,NM_001163328
Armc2,K4K27,K4,NM_001034858
Ptchd3,K4K27,K4,NM_029049
Skida1,K4K27,K4K27,NM_028317
Ppm1h,K4K27,K4,NM_001110218
Dmrt3,K4K27,K4K27,NM_177360
Syt7,K4K27,K4,NM_173068
Slc35d3,K4K27,K4K27,NM_029529
Fam131b,K4K27,K4K27,NM_029528
Prex2,K4K27,K4,NM_029525
Nebl,K4K27,K4K27,NM_028757
Lmo2,K4K27,K4K27,NM_008505
Gab2,K4K27,K4,NM_010248
Lhx6,K4K27,K4K27,NM_008500
Fut4,K4K27,K4,NM_010242
Chrna5,K4K27,K4K27,NM_176844
Fbxo2,K4K27,K4,NM_176848
Plec,K4K27,K4,NM_011117
Nwd2,K4K27,K4K27,NM_177006
Bfsp1,K4K27,K4,NM_009751
Bmp1,K4K27,K4,NM_009755
Cckbr,K4K27,K4,NM_007627
Cbx4,K4K27,K4K27,NM_007625
Cbx2,K4K27,K4,NM_007623
Ccna1,K4K27,K4,NM_007628
Syn2,K4K27,K4K27,NM_001111015
Nedd9,K4K27,K4K27,NM_017464
St3gal5,K4K27,K4K27,NM_001035228
Flrt2,K4K27,K4,NM_201518
Fam131b,K4K27,K4K27,NM_001113327
Rad21l,K4K27,K4K27,NM_001114677
Reep1,K4K27,K4,NM_178608
Calcr,K4K27,K4K27,NM_001042725
Pcdh8,K4K27,K4K27,NM_001042726
Foxd3,K4K27,K4K27,NM_010425
Foxf1,K4K27,K4K27,NM_010426
Hesx1,K4K27,K4,NM_010420
Hey1,K4K27,K4K27,NM_010423
Gm14207,K4K27,K4K27,NR_030683
2810410L24Rik,K4K27,K4K27,NR_030682
Tfap2d,K4K27,K4K27,NM_153154
C1ql3,K4K27,K4K27,NM_153155
Slc30a4,K4K27,K4K27,NM_011774
Slc30a3,K4K27,K4K27,NM_011773
Ikzf3,K4K27,K4K27,NM_011771
Rassf5,K4K27,K4,NM_018750
4921507P07Rik,K4K27,K4,NM_027564
Pls1,K4K27,K4K27,NM_001033210
Eya4,K4K27,K4K27,NM_010167
Mir193a,K4K27,K4,NR_029579
Syndig1,K4K27,K4,NM_001085521
Adamts7,K4K27,K4K27,NM_001003911
Arhgef11,K4K27,K4K27,NM_001003912
Tm6sf1,K4K27,K4K27,NM_145375
Gfra4,K4K27,K4,NM_001136063
Hmx2,K4K27,K4K27,NM_145998
4921504E06Rik,K4K27,K4,NM_027600
Cntn1,K4K27,K4,NM_001159648
Plpp6,K4K27,K4,NM_028922
Ccdc3,K4K27,K4,NM_028804
Coro6,K4K27,K4K27,NM_139130
9030612E09Rik,K4K27,K4K27,NM_172419
Negr1,K4K27,K4,NM_001039094
Ano5,K4K27,K4K27,NM_177694
Ncoa2,K4K27,K4,NM_008678
Nbl1,K4K27,K4,NM_008675
Camk2n1,K4K27,K4,NM_025451
Mir503,K4K27,K4,NR_030275
Rab3c,K4K27,K4,NM_023852
Slc43a1,K4K27,K4,NM_024497
Pthlh,K4K27,K4,NM_008970
Erbin,K4K27,K4K27,NM_001005868
Sp5,K4K27,K4K27,NM_022435
Ngf,K4K27,K4,NM_013609
Msx2,K4K27,K4K27,NM_013601
Gbx1,K4K27,K4K27,NM_015739
Galnt3,K4K27,K4K27,NM_015736
Col5a1,K4K27,K4K27,NM_015734
Cacna1d,K4K27,K4K27,NM_001083616
Elfn1,K4K27,K4,NM_175522
Qrfprl,K4K27,K4K27,NM_175524
E330009J07Rik,K4K27,K4,NM_175528
Zdhhc14,K4K27,K4K27,NM_146073
Grik1,K4K27,K4,NM_146072
4930488L21Rik,K4K27,K4,NR_026888
Foxb1,K4K27,K4K27,NM_022378
Grb14,K4K27,K4K27,NM_016719
Tmod2,K4K27,K4K27,NM_016711
Kcnk2,K4K27,K4K27,NM_001159850
Spock1,K4K27,K4K27,NM_001166463
Spock1,K4K27,K4K27,NM_001166466
Spock1,K4K27,K4K27,NM_001166464
Spock1,K4K27,K4K27,NM_001166465
Adgrb3,K4K27,K4,NM_175642
Adamts2,K4K27,K4K27,NM_175643
Dmrta1,K4K27,K4K27,NM_175647
Prkd1,K4K27,K4K27,NM_008858
Pitx3,K4K27,K4K27,NM_008852
Prkcb,K4K27,K4,NM_008855
Prkch,K4K27,K4K27,NM_008856
Lhx9,K4K27,K4K27,NM_010714
Lhx4,K4K27,K4K27,NM_010712
Lhx8,K4K27,K4K27,NM_010713
Lhx2,K4K27,K4K27,NM_010710
Mesp1,K4K27,K4,NM_008588
Mertk,K4K27,K4,NM_008587
Meox2,K4K27,K4,NM_008584
Map3k5,K4K27,K4K27,NM_008580
Sox17,K4K27,K4K27,NM_011441
Sox14,K4K27,K4K27,NM_011440
Sox7,K4K27,K4,NM_011446
Sox9,K4K27,K4K27,NM_011448
Tbc1d1,K4K27,K4,NM_019636
Rgs2,K4K27,K4K27,NM_009061
Sp8,K4K27,K4K27,NM_177082
H2bc6,K4K27,K4,NM_178194
Tdrd1,K4K27,K4,NM_001002238
Nfix,K4K27,K4,NM_001081982
Fgf15,K4K27,K4K27,NM_008003
Fgf10,K4K27,K4,NM_008002
Fgf3,K4K27,K4,NM_008007
Fgf2,K4K27,K4K27,NM_008006
Rims1,K4K27,K4K27,NM_001012624
Rims1,K4K27,K4K27,NM_001012625
Rims1,K4K27,K4K27,NM_001012623
G630025P09Rik,K4K27,K4,NR_027913
Bambi-ps1,K4K27,K4,NR_027919
Cd14,K4K27,K4,NM_009841
Cd24a,K4K27,K4,NM_009846
Pear1,K4K27,K4,NM_152799
Jph1,K4K27,K4K27,NM_020604
Slc2a13,K4K27,K4K27,NM_001033633
Mfsd6,K4K27,K4K27,NM_133829
D1Ertd622e,K4K27,K4,NM_133825
Nipal2,K4K27,K4K27,NM_145469
Ggact,K4K27,K4,NM_145466
Nkd2,K4K27,K4K27,NM_028186
Galr1,K4K27,K4,NM_008082
Nrp2,K4K27,K4K27,NM_010939
Npy1r,K4K27,K4,NM_010934
Nppc,K4K27,K4K27,NM_010933
Klhl29,K4K27,K4K27,NM_001164493
4930447C04Rik,K4K27,K4,NM_029444
Pde1c,K4K27,K4,NM_001159953
A830018L16Rik,K4K27,K4,NM_001160370
Chsy1,K4K27,K4,NM_001081163
Fam171a1,K4K27,K4,NM_001081161
Tent5a,K4K27,K4,NM_001160378
Tent5a,K4K27,K4,NM_001160379
Pogk,K4K27,K4K27,NM_001142948
Drd4,K4K27,K4,NM_007878
Lbx2,K4K27,K4,NM_010692
Fsd1l,K4K27,K4,NM_176966
Brsk2,K4K27,K4,NM_001009929
Dram1,K4K27,K4K27,NM_027878
Rbp4,K4K27,K4K27,NM_011255
Elmod1,K4K27,K4K27,NM_177769
Cacnb4,K4K27,K4K27,NM_001037099
Tfap2e,K4K27,K4,NM_198960
Tmtc1,K4K27,K4K27,NM_198967
Cgrrf1,K4K27,K4,NM_026832
Rreb1,K4K27,K4,NM_026830
Hand1,K4K27,K4K27,NM_008213
Has2,K4K27,K4K27,NM_008216
Has3,K4K27,K4,NM_008217
Pmaip1,K4K27,K4K27,NM_021451
Kcnmb4,K4K27,K4K27,NM_021452
Isl1,K4K27,K4K27,NM_021459
Atp2b1,K4K27,K4,NM_026482
Ankrd33b,K4K27,K4,NM_026153
Arsj,K4K27,K4,NM_173451
Spon1,K4K27,K4K27,NM_145584
Svep1,K4K27,K4K27,NM_022814
Prkg1,K4K27,K4,NM_001013833
Susd1,K4K27,K4K27,NM_001163288
4931440F15Rik,K4K27,K4,NM_176829
Chst8,K4K27,K4,NM_175140
Napepld,K4K27,K4,NM_178728
Ppm1l,K4K27,K4,NM_178726
Lrrc4c,K4K27,K4,NM_178725
Zfp385b,K4K27,K4K27,NM_178723
Cadm2,K4K27,K4K27,NM_178721
P4ha3,K4K27,K4,NM_177161
Ppm1e,K4K27,K4K27,NM_177167
Lrrc10b,K4K27,K4,NM_001111140
Edaradd,K4K27,K4K27,NM_133643
Mpp6,K4K27,K4,NM_019939
Ovol1,K4K27,K4,NM_019935
Pigz,K4K27,K4,NM_172822
Tmem215,K4K27,K4K27,NM_001166009
Wnt7b,K4K27,K4K27,NM_001163634
Satb1,K4K27,K4K27,NM_001163630
Satb1,K4K27,K4K27,NM_001163632
Wnt7b,K4K27,K4K27,NM_001163633
Kcnq1,K4K27,K4,NM_008434
Kcns1,K4K27,K4K27,NM_008435
Lpar1,K4K27,K4,NM_010336
Gpr37,K4K27,K4,NM_010338
Penk,K4K27,K4K27,NM_001002927
Hhip,K4K27,K4K27,NM_020259
Nrxn1,K4K27,K4,NM_020252
Dach1,K4K27,K4K27,NM_001038610
Ntrk3,K4K27,K4K27,NM_182809
Tafa2,K4K27,K4,NM_182807
Cpd,K4K27,K4,NM_007754
Cpeb1,K4K27,K4K27,NM_007755
Dnm3,K4K27,K4,NM_001038619
Tbc1d9,K4K27,K4K27,NM_001111304
Nfatc1,K4K27,K4K27,NM_016791
Ttll11,K4K27,K4,NM_028921
Zfyve16,K4K27,K4K27,NM_173392
Myo5b,K4K27,K4K27,NM_201600
Nfib,K4K27,K4K27,NM_001113210
Mfsd4a,K4K27,K4K27,NM_172510
Pcdhb20,K4K27,K4,NM_053145
Trp53inp2,K4K27,K4,NM_178111
Trim62,K4K27,K4,NM_178110
Sort1,K4K27,K4,NM_019972
Nrg3,K4K27,K4K27,NM_008734
Nrp1,K4K27,K4K27,NM_008737
Npy2r,K4K27,K4,NM_008731
Nptx1,K4K27,K4K27,NM_008730
B4galnt2,K4K27,K4,NM_008081
Gas1,K4K27,K4K27,NM_008086
6530402F18Rik,K4K27,K4K27,NR_029460
Amer2,K4K27,K4K27,NM_001164705
Igf1r,K4K27,K4,NM_010513
Igf2r,K4K27,K4K27,NM_010515
Igfbp5,K4K27,K4K27,NM_010518
Tmem56,K4K27,K4K27,NM_178936
Gbf1,K4K27,K4K27,NM_178930
Ghr,K4K27,K4K27,NM_001048178
Jak2,K4K27,K4K27,NM_001048177
Mixl1,K4K27,K4K27,NM_013729
Podxl,K4K27,K4,NM_013723
Nrk,K4K27,K4,NM_013724
Zbtb16,K4K27,K4,NM_001033324
Eps15,K4K27,K4,NM_007943
Qsox1,K4K27,K4,NM_001024945
Sobp,K4K27,K4K27,NM_175407
Myrip,K4K27,K4,NM_144557
Stxbp6,K4K27,K4,NM_144552
Vezf1,K4K27,K4K27,NM_016686
C2cd4d,K4K27,K4,NM_001136117
Fxyd7,K4K27,K4,NM_022007
Rbp4,K4K27,K4K27,NM_001159487
Adarb1,K4K27,K4,NM_130895
Kdr,K4K27,K4K27,NM_010612
Kcnq2,K4K27,K4,NM_010611
Kcnma1,K4K27,K4K27,NM_010610
Gpr162,K4K27,K4,NM_013533
Smad9,K4K27,K4K27,NM_019483
Xkr4,K4K27,K4K27,NM_001011874
Alcam,K4K27,K4,NM_009655
Pkdcc,K4K27,K4K27,NM_134117
Bdnf,K4K27,K4K27,NM_007540
Sirpa,K4K27,K4K27,NM_007547
Hrk,K4K27,K4,NM_007545
Prdm1,K4K27,K4K27,NM_007548
Dnajb3,K4K27,K4K27,NM_008299
Pou3f3,K4K27,K4K27,NM_008900
Galnt1,K4K27,K4,NM_013814
Cep112,K4K27,K4,NM_029606
Lhpp,K4K27,K4,NM_029609
Rab32,K4K27,K4,NM_026405
Sncaip,K4K27,K4K27,NM_026408
Klrg2,K4K27,K4K27,NM_001033171
Cacna2d1,K4K27,K4K27,NM_001110844
Dock8,K4K27,K4K27,NM_028785
Erlin1,K4K27,K4,NM_145502
Ubtd1,K4K27,K4,NM_145500
Optc,K4K27,K4K27,NM_054076
Tbx20,K4K27,K4K27,NM_020496
Celf6,K4K27,K4,NM_175235
Faxc,K4K27,K4,NM_175234
Adora2b,K4K27,K4,NM_007413
Nkx2-3,K4K27,K4K27,NM_008699
Runx2,K4K27,K4K27,NM_001145920
Arhgef40,K4K27,K4,NM_001145921
Arhgef40,K4K27,K4,NM_001145922
Cyp24a1,K4K27,K4K27,NM_009996
Cyp1b1,K4K27,K4K27,NM_009994
Cpne2,K4K27,K4,NM_153507
Efcc1,K4K27,K4K27,NM_001159697
Tfap2c,K4K27,K4K27,NM_001159696
Pknox2,K4K27,K4K27,NM_148950
Lhfpl3,K4K27,K4K27,NM_029990
Chd7,K4K27,K4K27,NM_001081417
Unc13b,K4K27,K4K27,NM_001081413
Mab21l2,K4K27,K4K27,NM_011839
Insrr,K4K27,K4,NM_011832
Ly6h,K4K27,K4K27,NM_011837
Adam22,K4K27,K4,NM_001098225
Ksr1,K4K27,K4,NM_013571
Fbxo44,K4K27,K4,NM_001161852
Taf7l2,K4K27,K4,NM_001161855
Sqor,K4K27,K4,NM_001162503
Npw,K4K27,K4,NM_001099664
Vrtn,K4K27,K4,NM_001033776
Ybx2,K4K27,K4,NM_016875
Kansl1l,K4K27,K4K27,NM_177645
Pex11a,K4K27,K4,NM_011068
Slc1a1,K4K27,K4,NM_009199
Sez6l2,K4K27,K4,NM_144926
Rtbdn,K4K27,K4K27,NM_144929
Esrp1,K4K27,K4,NM_194055
Celf4,K4K27,K4K27,NM_001146295
Celf4,K4K27,K4K27,NM_001146294
Celf4,K4K27,K4K27,NM_001146293
Celf4,K4K27,K4K27,NM_001146292
Popdc3,K4K27,K4K27,NM_024286
Bves,K4K27,K4K27,NM_024285
Mpdz,K4K27,K4K27,NM_010820
Meis2,K4K27,K4K27,NM_010825
Htr7,K4K27,K4K27,NM_008315
Htr4,K4K27,K4,NM_008313
Htr1f,K4K27,K4K27,NM_008310
Lrrk2,K4K27,K4,NM_025730
Rnf220,K4K27,K4,NM_025739
Mir351,K4K27,K4,NR_029776
Pcdh7,K4K27,K4K27,NM_001122758
Corin,K4K27,K4,NM_001122756
Gdpd5,K4K27,K4K27,NM_201352
Spsb1,K4K27,K4,NM_029035
Fzd2,K4K27,K4,NM_020510
Txndc16,K4K27,K4,NM_172597
Mier3,K4K27,K4K27,NM_172593
Aff1,K4K27,K4K27,NM_133919
Tril,K4K27,K4,NM_025817
Pcdhga4,K4K27,K4,NM_033587
Pcdhgb8,K4K27,K4,NM_033580
Pcdhgc3,K4K27,K4,NM_033581
Pcdhga5,K4K27,K4,NM_033588
Pcdhga6,K4K27,K4,NM_033589
Erbb2,K4K27,K4,NM_001003817
Ghsr,K4K27,K4K27,NM_177330
D930020B18Rik,K4K27,K4K27,NM_177335
Kcnab3,K4K27,K4K27,NM_010599
Kcna1,K4K27,K4K27,NM_010595
Mmp28,K4K27,K4,NM_080453
Scn4b,K4K27,K4K27,NM_001013390
Grik3,K4K27,K4,NM_001081097
Zfp362,K4K27,K4,NM_001081098
Tshr,K4K27,K4K27,NM_011648
Trpc1,K4K27,K4K27,NM_011643
Trp73,K4K27,K4,NM_011642
Phlpp2,K4K27,K4,NM_001122594
Prom1,K4K27,K4,NM_001163577
Gdnf,K4K27,K4K27,NM_010275
Gdf11,K4K27,K4,NM_010272
Gfra1,K4K27,K4,NM_010279
Gfi1,K4K27,K4K27,NM_010278
Cap2,K4K27,K4,NM_026056
Pear1,K4K27,K4,NM_001032414
Pear1,K4K27,K4,NM_001032413
Spats2l,K4K27,K4K27,NM_144882
Runx1,K4K27,K4K27,NM_001111023
Runx1t1,K4K27,K4K27,NM_001111026
Runx1t1,K4K27,K4,NM_001111027
Stk31,K4K27,K4K27,NM_029916
Kcnk10,K4K27,K4K27,NM_029911
Boll,K4K27,K4K27,NM_029267
Lmo7,K4K27,K4,NM_201529
Crtac1,K4K27,K4,NM_145123
Chrna3,K4K27,K4K27,NM_145129
Tmem163,K4K27,K4K27,NM_028135
N4bp2l1,K4K27,K4,NM_133898
Hecw2,K4K27,K4K27,NM_172655
Stradb,K4K27,K4,NM_172656
Lrrc8c,K4K27,K4K27,NM_133897
Clip4,K4K27,K4,NM_030179
Pard3,K4K27,K4,NM_033620
Slc8a3,K4K27,K4,NM_080440
Slc25a31,K4K27,K4,NM_178386
Spata18,K4K27,K4K27,NM_178387
Grid1,K4K27,K4K27,NM_008166
Grid2,K4K27,K4K27,NM_008167
Kcnk13,K4K27,K4K27,NM_001164426
Kcnk13,K4K27,K4K27,NM_001164427
Gpbp1,K4K27,K4K27,NM_001122963
Hes5,K4K27,K4,NM_010419
Kcnk15,K4K27,K4K27,NM_001030292
Adam22,K4K27,K4,NM_001007220
Adam22,K4K27,K4,NM_001007221
St8sia5,K4K27,K4,NM_153124
Commd3,K4K27,K4K27,NM_147778
Ptprj,K4K27,K4K27,NM_008982
Ptpra,K4K27,K4,NM_008980
Ptx3,K4K27,K4,NM_008987
Ptprm,K4K27,K4,NM_008984
Igdcc3,K4K27,K4K27,NM_008988
Pura,K4K27,K4,NM_008989
Strip2,K4K27,K4K27,NM_001037740
Gm266,K4K27,K4,NM_001033248
Prrt4,K4K27,K4,NM_001101443
Dclk2,K4K27,K4,NM_027539
Ppp2r2b,K4K27,K4,NM_027531
Wnt1,K4K27,K4,NM_021279
Kcna4,K4K27,K4,NM_021275
Lepr,K4K27,K4K27,NM_146146
Jak1,K4K27,K4K27,NM_146145
Dusp16,K4K27,K4,NM_130447
Colec12,K4K27,K4K27,NM_130449
Pcdh18,K4K27,K4,NM_130448
6430548M08Rik,K4K27,K4,NM_172286
Hs3st3a1,K4K27,K4K27,NM_178870
Cck,K4K27,K4K27,NM_031161
Col2a1,K4K27,K4K27,NM_031163
Id4,K4K27,K4K27,NM_031166
Slc22a15,K4K27,K4,NM_001039371
Frzb,K4K27,K4K27,NM_011356
Serf1,K4K27,K4K27,NM_011353
Sema7a,K4K27,K4,NM_011352
Colgalt2,K4K27,K4K27,NM_177756
Acan,K4K27,K4,NM_007424
Acer3,K4K27,K4,NM_025408
Itga2,K4K27,K4,NM_008396
Irx3,K4K27,K4K27,NM_008393
Irf2,K4K27,K4K27,NM_008391
Itga7,K4K27,K4,NM_008398
Col4a2,K4K27,K4,NM_009932
Bhlhe41,K4K27,K4K27,NM_024469
Zfp319,K4K27,K4,NM_024467
Uggt2,K4K27,K4,NM_001081252
Hpse2,K4K27,K4K27,NM_001081257
Cacnb2,K4K27,K4K27,NM_023116
Lmo1,K4K27,K4,NM_057173
Tdrd5,K4K27,K4K27,NM_001134741
Kbtbd12,K4K27,K4K27,NM_001142724
Ttc39c,K4K27,K4,NM_028341
Egr4,K4K27,K4K27,NM_020596
Phldb3,K4K27,K4,NM_001102613
E2f6,K4K27,K4K27,NM_033270
Rtn1,K4K27,K4,NM_153457
Igf2os,K4K27,K4K27,NR_002855
Dlx1as,K4K27,K4K27,NR_002854
Pde5a,K4K27,K4K27,NM_153422
Nkain3,K4K27,K4K27,NM_172987
Cdkn1c,K4K27,K4K27,NM_001161624
Lpar1,K4K27,K4,NM_172989
Gpr156,K4K27,K4,NM_153394
Col23a1,K4K27,K4K27,NM_153393
Slc27a2,K4K27,K4,NM_011978
Zbtb18,K4K27,K4,NM_001012330
Med12l,K4K27,K4K27,NM_177855
Sertm1,K4K27,K4,NM_177854
Slc30a10,K4K27,K4K27,NM_001033286
Olfr95,K4K27,K4,NM_146513
Pkib,K4K27,K4,NM_008863
Pkia,K4K27,K4,NM_008862
